,ID,Requirement,State,ASIL,Status,Failed Rule,Rationale
187,REQ-LLD-188,The host blocklist tree data setup must hold millions of bad IP numbers and look them up super fast without stalling.,InWork,ASIL-D,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
188,REQ-LLD-189,"When a client packet hits the security wall, the gateway should double-check its source path against the blocklist nicely.",InWork,ASIL-D,Review,"Rule 1, Rule 2","The action part violates Rule 1 by using 'should' instead of the required modal verb 'shall'. It also violates Rule 2 due to the vague and subjective terms 'double-check' and 'nicely', which are not measurable or verifiable. The statement fails to specify clear, objective criteria for the action, making compliance assessment impossible."
189,REQ-LLD-190,The terminal vault door sensor circuit should be robust and catch bad guys trying to break open the cash vault box.,InWork,ASIL-C,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
190,REQ-LLD-191,"If the security wire on the cash vault frame is sliced, the terminal should scream an alarm loud enough to scare thieves away.",InWork,ASIL-C,Review,"Rule 1, Rule 2, Rule 3","The action part violates Rule 1 by using 'should' instead of 'shall'. It violates Rule 2 due to vague and subjective terms ('scream an alarm', 'loud enough to scare thieves away'). It also violates Rule 3 as the alarm's loudness and effectiveness in 'scaring thieves away' are not measurable or verifiable."
191,REQ-LLD-192,The middleware self-test routine should check system memory pools once in a while and fix broken memory cells automatically.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
192,REQ-LLD-193,"If a memory test throws a bit error, the controller system should try to heal itself or email an admin somehow.",InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
193,REQ-LLD-194,The printer font database array should load font vectors smoothly on boot so receipts print text effortlessly.,InWork,ASIL-A,Review,"Rule 1, Rule 2, Rule 3, Rule 4",The action part violates multiple rules. Rule 1: Uses 'should' instead of the required modal verb 'shall'. Rule 2: Contains vague and subjective terms 'smoothly' and 'effortlessly'. Rule 3: The statement is not verifiable or measurable due to the subjective terms. Rule 4: Combines two distinct requirements (loading font vectors and ensuring receipts print text) into a single statement.
194,REQ-LLD-195,"When character scaling arrays are read, the driver layout module must fit the text nicely onto paper slips without gaps.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
195,REQ-LLD-196,The backend transaction router needs to split database workloads across host computers evenly so servers stay relaxed.,InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
196,REQ-LLD-197,"When a database mainframe crashes, the router should move requests to another computer as fast as possible without lag.",InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
197,REQ-LLD-198,The card intake motor should grip plastic cards firmly but gently so it does not scratch the customer's expensive card.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
198,REQ-LLD-199,The terminal power backup system must watch out for power drops and keep the motherboard happy during summer blackouts.,InWork,ASIL-D,Review,LLM Error,LLM analysis failed: No JSON block found in LLM response.
199,REQ-LLD-200,The internal climate control board should manage system fans optimally so the terminal computer never gets sweaty or overheats.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
