ID,EARS Requirement,ASIL,Fault ID,Detection Time,Reaction Time,Debounce,Recovery,Safe State,DTC,Verification
SYS_REQ_0168,"IF calculated CurvatureRate > 0.01 1/m.s, THEN THE SYSTEM SHALL: - detect F_CALC_HI_CURVATURERATE within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_CURVATURERATE,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0169,"IF calculated CurvatureRate < -0.01 1/m.s, THEN THE SYSTEM SHALL: - detect F_CALC_LO_CURVATURERATE within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_CURVATURERATE,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0170,"WHILE F_CALC_HI_CURVATURERATE is active AND CurvatureRate <= 0.01 1/m.s for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0171,"WHILE F_CALC_LO_CURVATURERATE is active AND CurvatureRate >= -0.01 1/m.s for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0172,"WHILE PID_P_Term is calculated, THE SYSTEM SHALL ensure PID_P_Term is within [-1.5 Nm, 1.5 Nm].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0173,"IF calculated PID_P_Term > 1.5 Nm, THEN THE SYSTEM SHALL: - detect F_CALC_HI_PID_P_TERM within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_PID_P_TERM,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0174,"IF calculated PID_P_Term < -1.5 Nm, THEN THE SYSTEM SHALL: - detect F_CALC_LO_PID_P_TERM within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_PID_P_TERM,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0175,"WHILE F_CALC_HI_PID_P_TERM is active AND PID_P_Term <= 1.5 Nm for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0176,"WHILE F_CALC_LO_PID_P_TERM is active AND PID_P_Term >= -1.5 Nm for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0177,"WHILE PID_I_Term is calculated, THE SYSTEM SHALL ensure PID_I_Term is within [-0.5 Nm, 0.5 Nm].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0178,"IF calculated PID_I_Term > 0.5 Nm, THEN THE SYSTEM SHALL: - detect F_CALC_HI_PID_I_TERM within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_PID_I_TERM,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0179,"IF calculated PID_I_Term < -0.5 Nm, THEN THE SYSTEM SHALL: - detect F_CALC_LO_PID_I_TERM within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_PID_I_TERM,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0180,"WHILE F_CALC_HI_PID_I_TERM is active AND PID_I_Term <= 0.5 Nm for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0181,"WHILE F_CALC_LO_PID_I_TERM is active AND PID_I_Term >= -0.5 Nm for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0182,"WHILE PID_D_Term is calculated, THE SYSTEM SHALL ensure PID_D_Term is within [-1.0 Nm, 1.0 Nm].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0183,"IF calculated PID_D_Term > 1.0 Nm, THEN THE SYSTEM SHALL: - detect F_CALC_HI_PID_D_TERM within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_PID_D_TERM,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0184,"IF calculated PID_D_Term < -1.0 Nm, THEN THE SYSTEM SHALL: - detect F_CALC_LO_PID_D_TERM within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_PID_D_TERM,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0185,"WHILE F_CALC_HI_PID_D_TERM is active AND PID_D_Term <= 1.0 Nm for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0186,"WHILE F_CALC_LO_PID_D_TERM is active AND PID_D_Term >= -1.0 Nm for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0187,"WHILE system is in NORMAL_OP_187, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0188,"WHILE system is in NORMAL_OP_188, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0189,"WHILE system is in NORMAL_OP_189, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0190,"WHILE system is in NORMAL_OP_190, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0191,"WHILE system is in NORMAL_OP_191, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0192,"WHILE system is in NORMAL_OP_192, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0193,"WHILE system is in NORMAL_OP_193, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0194,"WHILE system is in NORMAL_OP_194, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0195,"WHILE system is in NORMAL_OP_195, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0196,"WHILE system is in NORMAL_OP_196, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0197,"WHILE system is in NORMAL_OP_197, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0198,"WHILE system is in NORMAL_OP_198, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0199,"WHILE system is in NORMAL_OP_199, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0200,"WHILE system is in NORMAL_OP_200, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0201,"WHILE system is in NORMAL_OP_201, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0202,"WHILE system is in NORMAL_OP_202, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0203,"WHILE system is in NORMAL_OP_203, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0204,"WHILE system is in NORMAL_OP_204, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0205,"WHILE system is in NORMAL_OP_205, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0206,"WHILE system is in NORMAL_OP_206, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0207,"WHILE system is in NORMAL_OP_207, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0208,"WHILE system is in NORMAL_OP_208, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0209,"WHILE system is in NORMAL_OP_209, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
SYS_REQ_0210,"WHILE system is in NORMAL_OP_210, THE SYSTEM SHALL log heartbeat signal to internal NVRAM every [1000 ms].",QM,N/A,N/A,1000 ms,N/A,N/A,N/A,N/A,SIL_LoggingTest
